,Unnamed: 0,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id,dAbs
3,3,p700_reference,42.0,15.0,820nm,58335,20240807_080724_USDArice_Pho1M34_2_DA,3,0.042,rice,Pho1M34,2,-2.2994586572002134
4,4,p700_reference,47.0,20.0,820nm,58335,20240807_080724_USDArice_Pho1M34_2_DA,4,0.047,rice,Pho1M34,2,-2.2994586572002134
5,5,p700_reference,52.0,25.0,820nm,58325,20240807_080724_USDArice_Pho1M34_2_DA,5,0.052,rice,Pho1M34,2,-2.299064475549883
6,6,p700_reference,57.0,30.0,820nm,58347,20240807_080724_USDArice_Pho1M34_2_DA,6,0.057,rice,Pho1M34,2,-2.2999316751806096
7,7,p700_reference,62.0,35.0,820nm,58347,20240807_080724_USDArice_Pho1M34_2_DA,7,0.062,rice,Pho1M34,2,-2.2999316751806096
8,8,p700_reference,67.0,40.0,820nm,58339,20240807_080724_USDArice_Pho1M34_2_DA,8,0.067,rice,Pho1M34,2,-2.2996163298603456
9,9,p700_reference,72.0,45.0,820nm,58339,20240807_080724_USDArice_Pho1M34_2_DA,9,0.072,rice,Pho1M34,2,-2.2996163298603456
10,10,p700_reference,77.0,50.0,820nm,58337,20240807_080724_USDArice_Pho1M34_2_DA,10,0.077,rice,Pho1M34,2,-2.2995374935302793
11,11,p700_reference,82.0,55.0,820nm,58331,20240807_080724_USDArice_Pho1M34_2_DA,11,0.082,rice,Pho1M34,2,-2.299300984540081
12,12,p700_reference,87.0,60.0,820nm,58335,20240807_080724_USDArice_Pho1M34_2_DA,12,0.087,rice,Pho1M34,2,-2.2994586572002134
13,13,p700_reference,92.0,65.0,820nm,58347,20240807_080724_USDArice_Pho1M34_2_DA,13,0.092,rice,Pho1M34,2,-2.2999316751806096
14,14,p700_reference,97.0,70.0,820nm,58359,20240807_080724_USDArice_Pho1M34_2_DA,14,0.097,rice,Pho1M34,2,-2.3004046931610054
15,15,p700_reference,102.0,75.0,820nm,58349,20240807_080724_USDArice_Pho1M34_2_DA,15,0.102,rice,Pho1M34,2,-2.300010511510675
16,16,p700_reference,107.0,80.0,820nm,58347,20240807_080724_USDArice_Pho1M34_2_DA,16,0.107,rice,Pho1M34,2,-2.2999316751806096
17,17,p700_reference,112.0,85.0,820nm,58358,20240807_080724_USDArice_Pho1M34_2_DA,17,0.112,rice,Pho1M34,2,-2.3003652749959724
18,18,p700_reference,117.0,90.0,820nm,58345,20240807_080724_USDArice_Pho1M34_2_DA,18,0.117,rice,Pho1M34,2,-2.2998528388505433
19,19,p700_reference,122.0,95.0,820nm,58349,20240807_080724_USDArice_Pho1M34_2_DA,19,0.122,rice,Pho1M34,2,-2.300010511510675
20,20,p700_reference,127.0,100.0,820nm,58345,20240807_080724_USDArice_Pho1M34_2_DA,20,0.127,rice,Pho1M34,2,-2.2998528388505433
21,21,p700_reference,132.0,105.0,820nm,58343,20240807_080724_USDArice_Pho1M34_2_DA,21,0.132,rice,Pho1M34,2,-2.2997740025204774
22,22,p700_reference,137.0,110.0,820nm,58335,20240807_080724_USDArice_Pho1M34_2_DA,22,0.137,rice,Pho1M34,2,-2.2994586572002134
23,23,p700_reference,142.0,115.0,820nm,58343,20240807_080724_USDArice_Pho1M34_2_DA,23,0.142,rice,Pho1M34,2,-2.2997740025204774
24,24,p700_reference,147.0,120.0,820nm,58329,20240807_080724_USDArice_Pho1M34_2_DA,24,0.147,rice,Pho1M34,2,-2.2992221482100152
25,25,p700_reference,152.0,125.0,820nm,58343,20240807_080724_USDArice_Pho1M34_2_DA,25,0.152,rice,Pho1M34,2,-2.2997740025204774
26,26,p700_reference,157.0,130.0,820nm,58349,20240807_080724_USDArice_Pho1M34_2_DA,26,0.157,rice,Pho1M34,2,-2.300010511510675
27,27,p700_reference,162.0,135.0,820nm,58353,20240807_080724_USDArice_Pho1M34_2_DA,27,0.162,rice,Pho1M34,2,-2.3001681841708073
28,28,p700_reference,167.0,140.0,820nm,58346,20240807_080724_USDArice_Pho1M34_2_DA,28,0.167,rice,Pho1M34,2,-2.299892257015576
29,29,p700_reference,172.0,145.0,820nm,58353,20240807_080724_USDArice_Pho1M34_2_DA,29,0.172,rice,Pho1M34,2,-2.3001681841708073
30,30,p700_reference,177.0,150.0,820nm,58355,20240807_080724_USDArice_Pho1M34_2_DA,30,0.177,rice,Pho1M34,2,-2.3002470205008736
31,31,p700_reference,182.0,155.0,820nm,58343,20240807_080724_USDArice_Pho1M34_2_DA,31,0.182,rice,Pho1M34,2,-2.2997740025204774
32,32,p700_reference,187.0,160.0,820nm,58357,20240807_080724_USDArice_Pho1M34_2_DA,32,0.187,rice,Pho1M34,2,-2.300325856830939
33,33,p700_reference,192.0,165.0,820nm,58349,20240807_080724_USDArice_Pho1M34_2_DA,33,0.192,rice,Pho1M34,2,-2.300010511510675
